,序号,ID,姓名,所属公司ID,所属公司,基金ID,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
587,588,30039171,何旻,80053708,汇添富基金,"000395,000396,003532,003533,004419,004420,004421,004422,005857,005858,007097,007098,008054,008055,012128,012129,472007,501188","汇添富安心中国债券A,汇添富安心中国债券C,汇添富鑫利定开债券A,汇添富鑫利定开债券C,汇添富美元债债券人民币A,汇添富美元债债券人民币C,汇添富美元债债券美元现汇A,汇添富美元债债券美元现汇C,汇添富鑫成定开债A,汇添富鑫成定开债C,汇添富中债1-3年国开债A,汇添富中债1-3年国开债C,汇添富中债7-10年国开债A,汇添富中债7-10年国开债C,汇添富彭博中国政银债1-3年A,汇添富彭博中国政银债1-3年C,汇添富利率债,汇添富核心精选混合(LOF)",5068,179.93,34.7
588,589,30350033,哈默,80341238,中融基金,"005931,005932,007560,007561,008048,008049,009675,009676,010367,010368,011353,011354,012667,012668,013190,013191","中融恒裕纯债A,中融恒裕纯债C,中融恒鑫纯债A,中融恒鑫纯债C,中融睿享86个月定开债A,中融睿享86个月定开债C,中融融慧双欣一年定开债券A,中融融慧双欣一年定开债券C,中融景瑞一年持有混合A,中融景瑞一年持有混合C,中融景盛一年持有混合A,中融景盛一年持有混合C,中融景泓一年持有混合A,中融景泓一年持有混合C,中融景惠混合A,中融景惠混合C",2422,232.24,11.01
589,590,30569548,何明,80664536,明亚基金,"009128,009129","明亚价值长青混合A,明亚价值长青混合C",773,0.38,-16.19
590,591,30649446,郝淼,80000223,嘉实基金,"000711,005303,005304,009994,009995","嘉实医疗保健股票,嘉实医药健康股票A,嘉实医药健康股票C,嘉实创新先锋混合A,嘉实创新先锋混合C",1072,37.6,-30.89
591,592,30293817,洪木妹,80368700,兴银基金,"001960,004123,009207,013146","兴银瑞益,兴银长盈三个月定开债,兴银汇智定开债,兴银汇泓一年定开债发起",2813,72.55,6.28
592,593,30327018,胡娜,80053708,汇添富基金,"004469,004470,005410,005411,005590,005591,007948,008081,012424,012425,014484,014485,164703","汇添富鑫益定开债发起式A,汇添富鑫益定开债发起式C,汇添富鑫盛定开债A,汇添富鑫盛定开债C,汇添富鑫永定开债A,汇添富鑫永定开债C,汇添富盛安39个月定开债,汇添富鑫远债券,汇添富鑫弘定开债A,汇添富鑫弘定开债C,汇添富中债1-3年隐含评级AA+指数发起式A,汇添富中债1-3年隐含评级AA+指数发起式C,汇添富纯债债券(LOF)",2400,241.07,19.8
593,594,30671430,贺宁,80000230,鹏华基金,001223,鹏华文化传媒娱乐股票,1084,0.91,2.93
594,595,30484801,黄诺楠,80975669,华融基金,"009399,010626,012673,012674,012675,012676","华融雄安建设发展三年定开,华融荣赢63个月定开债券,华融融兴6个月定开混合A,华融融兴6个月定开混合C,华融融泽6个月定开混合A,华融融泽6个月定开混合C",1615,34.0,7.45
595,596,30071066,胡倩,80184574,上海海通证券资产管理,"850004,850010,850088,850099,851088,851099","海通量化价值精选一年持有混合B,海通量化成长精选一年持有混合B,海通量化价值精选一年持有混合A,海通量化价值精选一年持有混合C,海通量化成长精选一年持有混合A,海通量化成长精选一年持有混合C",1869,1.94,-17.83
596,597,30171108,何奇,80147736,西部利得基金,"007423,007424,011060,015412,015413,671010","西部利得聚禾混合A,西部利得聚禾混合C,西部利得策略优选混合C,西部利得数字产业混合A,西部利得数字产业混合C,西部利得策略优选混合A",2320,7.39,-4.24
597,598,30435735,何谦,80000246,海富通基金,"004770,004771,519060,519061","海富通添益货币A,海富通添益货币B,海富通纯债债券C,海富通纯债债券A",2195,418.27,13.39
598,599,30544439,何琦,80055334,华泰柏瑞基金,"003413,011355,011356,012151,012152,460010,513130,513150,513530,513550,517050","华泰柏瑞新经济沪港深混合,华泰柏瑞港股通时代机遇混合A,华泰柏瑞港股通时代机遇混合C,华泰柏瑞中证港股通50ETF联接A,华泰柏瑞中证港股通50ETF联接C,华泰柏瑞亚洲领导企业混合,华泰柏瑞南方东英恒生科技(QDII-ETF),华泰柏瑞港股通科技ETF,华泰柏瑞中证港股通高股息投资ETF(QDII),华泰柏瑞中证港股通50ETF,华泰柏瑞中证沪港深互联网ETF",1765,91.84,44.98
599,600,30326168,何奇峰,80053204,华商基金,"001106,004189,013956,013957,630016","华商健康生活混合,华商消费行业股票,华商医药消费精选混合A,华商医药消费精选混合C,华商价值共享混合发起式",2660,9.65,95.1
600,601,30724739,黄潜轶,80000247,泰信基金,"290008,290014","泰信发展主题混合,泰信现代服务业混合",462,1.41,-4.67
601,602,30284601,何如,80000223,嘉实基金,"000008,070039,159919,159922,160706,160724","嘉实中证500ETF联接A,嘉实中证500ETF联接C,嘉实沪深300ETF,嘉实中证500ETF,嘉实沪深300ETF联接A,嘉实沪深300ETF联接C",2923,328.52,22.8
602,603,30040249,黄瑞庆,80000226,博时基金,"004495,005635,005636,005960,005961","博时量化平衡混合,博时量化多策略股票A,博时量化多策略股票C,博时量化价值股票A,博时量化价值股票C",4152,12.75,48.08
603,604,30705286,呼荣权,80043374,国联安基金,"001007,004076","国联安鑫安灵活配置混合,国联安锐意成长混合",673,1.45,0.85
604,605,30358211,何帅,80064562,交银施罗德基金,"005001,013269,013885,519697,519712","交银持续成长主题混合,交银瑞和三年持有期混合,交银阿尔法核心混合C,交银优势行业混合,交银阿尔法核心混合A",2497,175.29,221.52
605,606,30642194,胡松,80000224,国泰基金,020009,国泰金鹏蓝筹混合,592,5.45,6.32
606,607,30341354,何珅华,80065990,建信基金,"000994,000995,001396,165317","建信睿盈灵活配置混合A,建信睿盈灵活配置混合C,建信互联网+产业升级股票,建信丰裕多策略混合(LOF)",2580,3.55,8.1
607,608,30743634,黄诗原,80064225,工银瑞信基金,"003401,005945,005946","工银可转债债券,工银可转债优选债券A,工银可转债优选债券C",246,11.76,-11.43
608,609,30043456,贺涛,80000228,华安基金,"000149,000150,000590,001905,002768,009786,011798,011799,012659,040009,040010","华安双债添利债券A,华安双债添利债券C,华安新活力混合,华安安益灵活配置混合A,华安安进灵活配置混合,华安锦源0-7年金融债定开债,华安宁享6个月混合A,华安宁享6个月混合C,华安安益灵活配置混合C,华安稳定收益债券A,华安稳定收益债券B",5123,107.38,126.56
609,610,30050178,胡涛,80000223,嘉实基金,"000870,008150,010275,010276,011805,011806,070001,070099","嘉实新收益混合,嘉实远见企业精选两年持有期混合,嘉实优质精选混合A,嘉实优质精选混合C,嘉实优质核心两年持有混合A,嘉实优质核心两年持有混合C,嘉实成长收益混合A,嘉实优质企业混合",4566,84.61,154.49
610,611,30060759,黄弢,80380794,创金合信基金,"001199,001200,003749,003750,006906,009005,009006,010597,010598,010605,010606","创金合信聚利债券A,创金合信聚利债券C,创金合信鑫收益混合A,创金合信鑫收益混合C,创金合信鑫收益混合E,创金合信鑫祺混合A,创金合信鑫祺混合C,创金合信景雯灵活配置混合A,创金合信景雯灵活配置混合C,创金合信鑫祥混合A,创金合信鑫祥混合C",732,13.79,17.36
611,612,30132445,何天翔,80000231,融通基金,"002955,004876,009239,014130,159808,161604,161628,161631","融通新趋势灵活配置混合,融通深证100指数C,融通人工智能指数(LOF)C,融通中证云计算与大数据主题指数(LOF)C,融通创业板ETF,融通深证100指数A,融通中证云计算与大数据主题指数(LOF),融通人工智能指数(LOF)A",2754,59.77,85.28
612,613,30190751,洪天阳,80036797,摩根士丹利华鑫基金,014022,大摩养老目标2040三年持有混合发起(FOF),1015,0.11,-12.59
613,614,30757952,胡阗洋,80065113,中欧基金,"005964,010712,010713","中欧安财定开债发起式,中欧瑾利混合A,中欧瑾利混合C",103,18.84,0.62
614,615,30765380,贺天元,80000224,国泰基金,000199,国泰量化策略收益混合,4,1.86,-1.15
615,616,30054245,胡伟,80145102,东方红资产管理,"001862,001863,003044,003045,008263,008990,009806,009807,010700,012683,012684,012949,012950,014291,014573","东方红收益增强债券A,东方红收益增强债券C,东方红战略精选混合A,东方红战略精选混合C,东方红品质优选定开混合,东方红匠心甄选一年持有混合,东方红招盈甄选一年混合A,东方红招盈甄选一年混合C,东方红锦丰优选两年定开混合,东方红安盈甄选一年持有混合A,东方红安盈甄选一年持有混合C,东方红招瑞甄选18个月持有混合A,东方红招瑞甄选18个月持有混合C,东方红民享甄选一年持有混合,东方红锦弘甄选两年持有混合",3991,166.05,9.08
616,617,30304732,侯梧,80000221,富国基金,"005517,005518,012147,100029","富国新趋势灵活配置混合A,富国新趋势灵活配置混合C,富国大盘核心资产混合,富国天成红利混合",1896,13.76,63.74
617,618,30341628,黄维,80168726,平安基金,"002450,002451,006100,006101,007893,007894,010126,010127,011828,011829,012917,012918,012985,012986,013687,013688","平安睿享文娱混合A,平安睿享文娱混合C,平安优势产业混合A,平安优势产业混合C,平安估值精选混合A,平安估值精选混合C,平安价值成长混合A,平安价值成长混合C,平安睿享成长混合A,平安睿享成长混合C,平安优势领航1年持有混合A,平安优势领航1年持有混合C,平安优势回报1年持有混合A,平安优势回报1年持有混合C,平安成长龙头1年持有混合A,平安成长龙头1年持有混合C",2091,46.09,126.66
618,619,30587928,和玮,80000235,银华基金,008116,银华沪深股通精选混合,1370,0.55,-19.19
619,620,30586127,胡文伯,80000229,易方达基金,"110035,110036","易方达双债增强债券A,易方达双债增强债券C",571,126.7,11.82
620,621,30421731,韩威俊,80064562,交银施罗德基金,"004868,005004,010454,012582,012583,013882,519710,519714","交银股息优化混合,交银品质升级混合A,交银内需增长一年持有混合,交银品质增长一年混合A,交银品质增长一年混合C,交银品质升级混合C,交银策略回报灵活配置混合,交银消费新驱动股票",2302,143.87,181.02
621,622,30058771,黄万青,80000225,大成基金,"001364,002383,003147,003373,003374,012047,012048,015526","大成景润灵活配置混合,大成趋势回报灵活配置混合,大成动态量化配置策略混合A,大成景禄灵活配置混合A,大成景禄灵活配置混合C,大成浙鑫混合A,大成浙鑫混合C,大成动态量化配置策略混合C",3634,13.55,65.26
622,623,30414986,黄文倩,80000222,华夏基金,"001927,001928,010020,010692,010693,011282,011283,013109,013110","华夏消费升级灵活配置混合A,华夏消费升级灵活配置混合C,华夏线上经济主题精选混合,华夏核心价值混合A,华夏核心价值混合C,华夏消费龙头混合A,华夏消费龙头混合C,华夏优势价值一年持有混合A,华夏优势价值一年持有混合C",2288,47.21,127.7
623,624,30683404,韩文强,80000251,景顺长城基金,"000772,009499,009755,162607","景顺长城中国回报灵活配置混合,景顺长城安鑫回报混合A,景顺长城安鑫回报混合C,景顺长城资源垄断混合",943,35.67,55.56
624,625,30728387,黄琬舒,80163340,安信基金,"000310,000335,001710,001711,003395,003637,003638,008809,008810,167504,167505,750002,750003","安信永利信用A,安信永利信用C,安信新趋势混合A,安信新趋势混合C,安信尊享纯债,安信永鑫增强债券A,安信永鑫增强债券C,安信民稳增长混合A,安信民稳增长混合C,安信中短利率债(LOF)A,安信中短利率债(LOF)C,安信目标收益债券A,安信目标收益债券C",403,165.67,17.38
625,626,30736777,黄伟轩,80560408,同泰基金,"008050,008051","同泰慧择混合A,同泰慧择混合C",315,0.55,-38.98
626,627,30758622,何文逸,80046614,中海基金,398061,中海消费混合,84,4.19,-12.07
627,628,30660837,何文忠,80066470,中信保诚基金,"006011,006012,008454,008455,009081,009320,009321,010462,165530","中信保诚稳鸿A,中信保诚稳鸿C,中信保诚中债1-3年国开行A,中信保诚中债1-3年国开行C,中信保诚嘉丰一年定开债发起式,中信保诚中债1-3年农发行A,中信保诚中债1-3年农发行C,中信保诚嘉润66个月定开债,中信保诚惠泽18个月定开债券",1138,120.69,19.59
628,629,30054932,黄兴,80000221,富国基金,"010515,010525","富国天兴回报混合A,富国天兴回报混合C",510,49.22,2.17
629,630,30058026,黄欣,80043374,国联安基金,"000059,006569,007300,007301,008390,008391,013893,013894,159777,159848,162509,162510,257060,510170,512480,515660,516480,588180","国联安中证医药100A,国联安中证医药100C,国联安中证半导体ETF联接A,国联安中证半导体ETF联接C,国联安沪深300ETF联接A,国联安沪深300ETF联接C,国联安上证科创50ETF联接A,国联安上证科创50ETF联接C,国联安创业板科技ETF,国联安中证全指证券公司ETF,国联安中证100指数(LOF),国联安中小综指(LOF),国联安上证商品ETF联接,国联安上证商品ETF,国联安中证半导体ETF,国联安沪深300ETF,国联安中证新材料主题ETF,国联安上证科创板50成份ETF",4407,168.04,83.36
630,631,30072617,何翔,80538609,渤海汇金,"005021,005429,005430,005536,010584","渤海汇金量化汇盈混合,渤海汇金睿选混合A,渤海汇金睿选混合C,渤海汇金量化成长混合发起,渤海汇金新动能主题混合",1750,1.17,22.49
631,632,30589084,何昕,80384640,九泰基金,"000892,001782,001844,002028","九泰天宝灵活配置混合A,九泰久益混合A,九泰久益混合C,九泰天宝灵活配置混合C",1358,2.4,94.15
632,633,30741646,黄轩,80351991,鑫元基金,"003041,010459,014882,014883","鑫元得利债券,鑫元乾利债券,鑫元悦享60天滚动持有中短债A,鑫元悦享60天滚动持有中短债C",267,14.85,2.87
